RowID	symbol	alpha0	alpha7	alpha14	alpha21	alpha28	alpha35	alpha42	alpha49	alpha56	alpha63	alpha70	alpha77	alpha84	alpha91	alpha98	alpha105	alpha112	alpha119	cdc15_10	cdc15_30	cdc15_50	cdc15_70	cdc15_80	cdc15_90	cdc15_100	cdc15_110	cdc15_120	cdc15_130	cdc15_140	cdc15_150	cdc15_160	cdc15_170	cdc15_180	cdc15_190	cdc15_200	cdc15_210	cdc15_220	cdc15_230	cdc15_240	cdc15_250	cdc15_270	cdc15_290	cdc28_0	cdc28_10	cdc28_20	cdc28_30	cdc28_40	cdc28_50	cdc28_60	cdc28_70	cdc28_80	cdc28_90	cdc28_100	cdc28_110	cdc28_120	cdc28_130	cdc28_140	cdc28_150	cdc28_160	elu0	elu30	elu60	elu90	elu120	elu150	elu180	elu210	elu240	elu270	elu300	elu330	elu360	elu390
1756	YER122C	-0.32	-0.27	-0.31	0.15	-0.01	0.34	0.03	0.32	0.11	-0.29	-0.13	-0.19	-0.21	0.15	0.22	0.36	-0.05	0.09	-0.16	-0.25	0.2	0.39	0.53	-0.08	0.06	-0.16	-0.57	-0.19	-0.43	0.18	-0.01	0.87	-0.05	0.09	-0.32	-0.17	0.02	0.54	-0.23	-0.25	-0.12	0.12	-0.23	-0.2	0.01	0.25	0.43	-0.03	0.07	0.16	-0.31	-0.08	-0.43	-0.22	0.14	0.0125	-0.11	0.41	0.14	-0.27	-0.34	0.08	-0.1	-0.1	0.28	0.38	0.11	0.11	0.01	0.07	-0.12	0.01	-0.1
1757	YER123W	0.07	-0.13	-0.18	0.01	-0.08	-0.13	0.14	-0.1	0	0.03	-0.11	-0.02	0.06	-0.16	-0.23	-0.08	0.04	0.9	-0.19	-0.12	-0.36	0.62	0.14	-0.44	0.29	0.09	-0.18	0	0.24	-0.12	-0.19	0.15	0.22	-0.03	0.1025	-0.03	0.01	0.32	0.36	-0.31	-0.05	-0.42	0.04	0.02	-0.49	0.01	0.11	-0.06	0.18	0.4	-0.02	-0.42	-0.28	-0.04	0.25	0.06	-0.28	0.31	0.27	0.18	-0.15	-0.02	-0.1	0.02	0.18	-0.25	0.09	0.13	0.28	0.07	0.02	-0.66	0.23
1758	YER124C	0.92	0.19	-0.12	-1.24	-0.29	-0.74	-0.69	-1.08	-1.63	-1.08	0.31	1.59	1.36	0.92	0.71	0.58	0.53	-0.24	-1.84	1.05	0.09	-1.18	0.22	-0.96	-1.33	-4.08	-1.13	1.1	1.98	1.68	1.35	0.95	0.22	-1.04	-0.13	-1.13	-0.25	-0.28	0.67	1.44	1.3	1.32	-0.5	-0.048	-1.63	-1.45	-0.79	-1.02	-0.63	-1.02	-1.15	0.67	2.19	2.1	1.54	0.76	0.55	0.34	0.04	1.1	0.15	-0.23	-0.5	-0.46	-1.61	-1.87	-1.87	-0.87	-0.29	0.71	1.49	2.14	2.11
1759	YER125W	0.18	0.11	0.18	0.27	0.06	-0.02	0.1	-0.07	-0.18	-0.1	-0.29	-0.11	-0.11	-0.1	-0.11	0.09	0.06	0.06	-0.38	-0.4	-0.31	-0.12	0.36	0.2	0.24	0	0.24	-0.44	-0.2	-0.21	0.27	0.06	0.54	0.08	0.208571429	-0.09	0.37	0.12	0.65	-0.33	-0.25	-0.38	-0.27	0.05	-0.07	0.04	0.16	-0.11	0.43	0.55	0.01	0.06	-0.25	-0.18	0.11	0.21	-0.09	-0.13	-0.33	0.11	-0.08	-0.13	-0.23	-0.26	0.1	-0.23	0.23	0.23	0.2	-0.13	0.03	0.05	0.12
1760	YER126C	0.33	-0.51	-0.47	-0.37	-0.14	-0.02	0.26	0.31	0.37	-0.08	-0.06	0.09	0.08	0.06	-0.06	0.1	0.17	-0.05	0.8	0.75	0.49	0.03	0.09	0.15	0.26	0.05	-0.3	0.15	-0.22	0.03	-0.11	-0.27	-0.49	-0.02	-0.28	0.01	-0.32	-0.05	-0.49	0.13	-0.27	-0.14	-0.39	0.4	0.44	0.32	0.29	-0.26	0.12	0.2	-0.21	-0.01	-0.32	-0.26	0.04	-0.2	-0.115	-0.06	-0.1	-0.49	0	-0.17	0.63	0.86	0.53	0.36	0.12	-0.36	-0.02	0.16	-0.8	-0.64	-0.18
1761	YER127W	0.11	-0.64	-0.67	0.43	-0.03	0.11	0.23	0.23	0.11	0.06	-0.22	0.22	0.32	-0.16	-0.51	-0.03	0.28	0.14	0.75	0.85	0.29	0.05	-0.15	0.02	-0.34	-0.15	-0.58	-0.29	0.1	0.34	-0.63	0.02	-0.15	0.29	-0.212	0.07	0	0.15	-0.06	0	-0.21	-0.36	0.01	0.3	0.19	0.24	0.12	-0.23	0.52	0.63	0.07	-0.18	-0.06	-0.3	-0.15	-0.35	0.003333333	-0.39	-0.42	-0.28	-0.21	-0.07	0.77	1.02	0.67	0.19	-0.24	-0.26	-0.08	0	-0.78	-0.63	-0.1
1762	YER128W	0.21	0	0.05	0.09	0.25	0.09	0.21	0.19	0.05	-0.09	-0.29	-0.18	0.02	-0.18	-0.25	-0.09	0.15	-0.25	-0.17	0.45	0.21	-0.49	0.16	-0.54	0.44	-0.51	0.62	-0.39	0.13	-0.266	0.66	-0.26	0.6	-0.95	0.36875	-0.34	0.5675	0.29	0.98	-0.67	-0.12	-0.1	1.01	0.02	0.11	0.37	-0.1	-0.29	0.01	0.17	-0.2	-0.42	-0.22	-0.41	0.04	-0.03	-0.055714286	-0.15	0.08	-0.07	0.03	0.05	0.35	0.37	-0.02	0.05	-0.11	-0.03	-0.25	0.12	-0.2	-0.13	-0.17
1763	YER129W	0.03	-0.2	-0.2	0.39	-0.32	-0.06	0.16	-0.06	0.03	0.14	-0.19	-0.05	0.03	-0.03	-0.13	0.18	0.02	0.27	0.29	0.27	0.2	0.07	0.38	-0.15	-0.06	-0.06	-0.27	-0.22	0.12	-0.12	-0.12	-0.24	0.37	0.05	-0.021111111	-0.29	0.34	0.2	0.16	-0.15	-0.29	-0.48	-0.54	0.14	-0.03	0.14	0.37	0.34	0.24	0.3	0.08	-0.48	-0.36	-0.26	0.51	0.22	-0.67	-0.069	-0.112	-0.5	-0.33	-0.22	0.15	-0.02	0.27	-0.05	0.11	0.22	0.19	-0.14	0.2	0.05	0.08
1764	YER130C	1.17	-0.44	-0.12	-0.29	0.05	-0.01	0.47	0.13	0.06	0	-0.29	-0.26	-0.18	-0.32	0	0.09	0.09	-0.15	0.05	0.44	0.56	-0.16	0.63	-0.76	0.51	-0.24	0.27	-0.27	-0.22	0.106	0.34	-0.16	0.65	-0.31	0.24	-0.16	0.36375	-0.08	0.24	-0.7	-0.29	-0.33	-0.22	-0.39	-0.59	-0.29	0.25	0.25	0.24	0.02	-0.1	-0.37	-0.25	-0.04	0.2	0.4	0.06	0.5	0.37	0.4	0.22	-0.14	0.43	0.35	0.15	0.14	-0.09	-0.17	-0.3	-0.04	-0.53	-0.11	-0.32
1765	YER131W	0.21	-0.07	-0.13	-0.13	-0.03	-0.29	0.1	-0.09	0.2	0.07	0.18	-0.13	0.2	-0.13	0.11	-0.15	0.12	-0.05	-0.4	0.13	0.18	-0.01	-0.08	0.17	-0.25	0.14	-0.53	0.09	-0.19	0.13	-0.53	0.17	0.08	-0.06	-0.478888889	0.25	-0.65	0.39	0.12	0.24	0.18	0.44	-0.12	-0.02	0.35	0.45	0.62	0.08	0.39	0.08	-0.31	0.436666667	-3.12	0.28	0.08	0.37	-0.17	0.51	0.54	-0.65	-0.27	0.01	0.36	0.54	0.51	0.33	0.18	-0.04	0.01	0.11	-0.18	-0.48	-0.43
1766	YER132C	0.27	-0.19	-0.03	-0.07	0.39	-0.24	0.29	-0.04	0.08	-0.03	0.08	-0.12	0	-0.26	0.21	-0.09	-0.07	-0.16	-0.13	-0.19	-0.36	0.31	0.65	-0.36	0.6	-0.25	0.03	-0.13	-0.4	0.59	-0.25	-0.06	0.06	-0.34	0.075714286	-0.06	1	-0.23	0.307142857	-0.26	-0.08	-0.14	0.11	0.39	0.07	-0.05	0.45	0.37	0.14	0.13	-0.34	0.06	-0.49	-0.5	-0.2	-0.17	-0.172	-0.1	0.12	-0.18	-0.09	-0.14	-0.04	0.12	-0.06	-0.2	-0.18	0.15	0.03	-0.22	0.36	0.61	-0.16
1767	YER133W	0.22	0.12	0.01	0.19	-0.03	-0.16	0.28	0.04	0.21	-0.14	0.02	-0.12	-0.06	-0.38	0.02	-0.06	0.04	-0.21	0.39	0.3	0.11	0.29	-0.62	0.13	-0.29	0.08	-0.89	0.13	-0.35	-0.07	-0.59	0.26	0.06	0.26	-0.264444444	0.16	-0.69	0.35	-0.02	0.45	0.16	0.38	-0.73	0	-0.05	0.07	-0.03	-0.5	0.08	-0.08	-0.22	0.47	0.11	0.14	-0.073333333	0.17	0.21	0.35	0.02	0.63	-0.01	0.06	0.1	-0.12	-0.17	0.15	-0.11	-0.2	-0.28	0.1	-0.09	-0.06	0.01
1768	YER134C	0.21	0.12	0.36	0.09	0.06	-0.24	0.21	0.09	0.14	-0.39	-0.17	-0.3	0.12	-0.2	0.04	0.04	0.18	-0.37	-0.41	-0.47	-0.28	-0.25	0.14	0.02	0.56	-0.34	-0.43	-0.16	-0.25	0.25	0.2	0.13	0.45	-0.13	0.18	-0.08	0.5	-0.16	0.41	-0.1	0.13	0.12	0.36	0.13	0.05	0.03	-0.21	-0.3	0.01	-0.01	-0.15	-0.19	-0.04	0.05	0.18	0.05	0.005	0.11	-0.08	0.43	-0.14	-0.12	-0.01	-0.49	-0.29	-0.25	0.02	0.05	-0.12	-0.08	0.37	0.44	0.18
1769	YER135C	0	0.15	0.17	-0.12	-0.1	0.28	-0.06	0.03	0.14	0.02	-0.3	-0.02	0.08	0.02	-0.54	0.26	-0.03	0.02	-0.22	-0.4	-0.41	0.47	0.3	-0.395	0.431	-0.24	0.2	-0.24	1.02	-0.201428571	0.49	-0.361111111	0.736	-0.53	0.391428571	-0.2	0.92	0.39	0.798	-0.577	-0.43	-1.34	0.96	1.54	0.81	-0.78	0.45	-0.36	-1.36	-0.04	0.22	-1.36	-0.04	0.22	0.22	-0.04	-0.04	-0.36	-0.04	0.51	0.18	0.85	-0.34	0.25	0.17	0.17	-0.18	-0.32	-0.36	-0.02	-0.28	-0.4	-0.22
1770	YER136W	0.19	0.17	0.25	0.42	0.08	0.11	-0.28	0.11	0.01	-0.48	0.15	0.01	-0.21	-0.18	-0.03	0.09	-0.28	-0.14	-0.84	-0.73	-0.33	-0.07	0.05	-0.27	-0.041111111	-0.15	-0.085	-0.05	0.008888889	-0.07	0.72	0.23	0.32875	-0.08	-0.07	0	0.2675	1.13	0.5075	0.2	0.1	0.21	0.02	-0.11	-0.18	-0.05	-0.28	-0.47	-0.2	-0.14	-0.25	0.34	0.35	0.23	0.16	0.136666667	0.05	0.21	0.32	0.39	0.33	0.22	0.09	-0.1	0.04	0	-0.16	-0.19	-0.36	0.09	-0.21	-0.09	-0.06
1771	YER137C	0.05	-0.13	0.19	0.14	0.16	0.18	-0.14	-0.19	0.07	-0.36	0.94	-0.58	-0.13	-0.39	0.21	-0.11	0.07	0.03	0.111111111	0.46	0.26	-0.18	0.14	-0.44	0.17	-0.14	0.1	-0.02	-0.38	-0.21	-0.44	0.06	0.57	-0.4	0.1	0.09	0.22	-0.03	0.66	-0.21	-0.18	-0.2	0.55	0.94	0.65	0.71	-0.15	-0.25	0.09	0.12	-0.11	-0.18	-0.45	-0.4	-0.38	-0.32	-0.224285714	-0.29	-0.53	0.18	0.08	0.37	0.78	0.55	0.1	-0.1	-0.01	-0.25	-0.22	-0.22	-0.47	-0.59	-0.19
1772	YER138C	0.29	0.35	0	0.15	-0.02	-0.14	0.04	-0.12	0.14	-0.02	0.04	-0.16	-0.35	-0.2	-0.04	0.23	-0.13	-0.1	-0.08	0.63	-0.26	0	0.15	-0.15	0.32	-0.02	-0.3	-0.6	0.21	0.1	0.17	0.23	0.21	-0.24	-0.22	-1.87	0.32	1.06	0.43	0.08	-0.13	-0.06	-0.12	-0.21	0.32	-0.15	0.37	-0.82	-0.21	-0.22	-0.64	1.22	0.25	-0.25	-0.37	-0.041111111	-0.13	0.02	0.92	0.44	0.26	-0.34	0.51	0.16	0.47	0.01	-0.13	0	-0.04	-0.38	-0.15	-1.13	0.32
1773	YER139C	-0.19	0.21	0.11	-0.022	-0.47	0.31	-0.09	0.28	0.2	0.04	-0.01	0.1	-0.04	-0.06	-0.8	0.11	0.07	0.24	-0.54	-0.22	-0.5	-0.241111111	0.26	-1.23	2.25	-0.4	0.07	-0.67	0.52	-0.168333333	0.33	-0.06375	0.58	-0.67	-0.1	-0.56	0.75	0.79	1.02	-0.56	-0.58	-0.52	0.52	0.55	0.09	-1.31	-0.35	-0.62	0.43	0.67	0.45	-0.31	-0.08	-0.35	0.17	-0.43	0.11	0.05	0.41	0.95	0.36	0.36	-0.08	0.3	0.05	0.17	-0.57	-0.43	-0.35	0.14	-0.61	-0.35	0.06
1774	YER140W	-0.18	0	-0.21	-0.08	-0.2	0.08	-0.28	0.3	0.27	-0.2	0.24	0	0	-0.11	0.03	0.29	-0.05	0.1	-0.044787273	0.04007504	-0.010611659	-0.020171627	0.013841685	-0.082266233	0.068929485	-0.020472655	-0.035000913	0.018298711	-0.071188227	0.123974286	-0.059323144	0.043645114	0.077668932	-0.086291149	0.00870283	-0.06347834	0.078841634	0.009872495	0.174691546	-0.05398311	-0.052303391	-0.038554708	-0.04	-0.25	-0.63	-0.78	-0.27	-0.21	0.15	0.61	0.28	0.05	-0.22	-0.52	0.21	0.26	0.1	0.6	0.66	0.14	0.01	0.5	0.01	0.26	0.06	0.12	-0.15	-0.36	-0.08	0.09	-0.15	-0.36	-0.1
1775	YER141W	-0.32	0.33	0.12	-0.03	-0.31	0.38	0	0.09	-0.09	0.21	-0.11	0.05	-0.06	-0.2	0.03	0.13	-0.13	-0.09	-1.27	-1.72	-1.46	0.22	0.39	-0.49	0.22	-0.44	0.18	-0.19	0.37	0.02	0.65	-0.01	1.15	-0.15	0.33	-0.01	1.06	0.41	1.02	-0.01	-0.16	-0.09	0.15	-0.54	-1.06	-0.59	-0.01	0	-0.52	-0.16	-0.23	0.27	0.44	0.55	0.65	0.24	0.31	0.5	0.25	0.59	-0.12	-0.15	-0.54	-0.46	-0.33	0.05	0.08	0.07	-0.04	0.06	0.22	0.24	0.34
1776	YER142C	0.25	0.29	0.26	-0.03	0	0.26	-0.28	0.18	0.05	-0.23	0.16	0.02	-0.1	-0.13	-0.32	-0.07	-0.23	-0.09	-0.39	-0.33	-0.41	-0.49	0.23	-0.58	0.12	-0.24	0.01	-0.2	-0.02	-0.37	0.22	-0.17	-0.01	0.02	-0.12	0.02	0.43	0.66	0.49	-0.2	0.48	0.86	1.21	0.12	-0.54	-0.08	-0.12	-0.54	-0.79	-0.33	-0.28	0.5	-0.02	0.22	0.24	0.19	-0.28	0.12	0.38	1.04	0.54	0.15	-0.27	-0.06	-0.27	-0.15	-0.06	-0.33	-0.37	0.07	-0.17	-0.05	-0.05
1777	YER143W	-0.42	0.47	-0.25	0.42	-0.58	0.71	-0.37	0.38	-0.11	0.35	-0.12	-0.19	-0.2	0.09	-0.33	0.03	-0.01	0.12	-0.52	-0.12	-0.32	-0.02	-0.02	-0.63	0.26	-0.35	-0.63	-0.34	0.28	-0.3	0.24	-0.22	0.45	-0.25	0.23	0.03	0.38	0.73	0.71	0.27	0.01	0.14	0.53	-0.32	0.08	-0.58	0.02	-0.24	-0.86	-0.19	0.29	-0.16	0.25	0.42	0.36	0.04	-0.26	0.36	0.27	0.95	0.27	0.16	-0.4	-0.32	-0.31	-0.03	-0.14	-0.24	-0.23	0.12	-0.06	0.12	0.11
1778	YER144C	0.41	-0.05	-0.2	0	-0.14	-0.01	-0.36	0.14	0.04	-0.25	0.13	0.09	0.07	-0.02	0.13	0.35	-0.35	0	0.25	0.08	0.85	0.37	0.28	0.32	-0.3	0.1	-0.48	0.19	0.09	0.5	-0.44	0.41	-0.57	0.1	-1.01	-0.08	-0.22	-0.48	-0.42	0.15	0.13	0.18	0.01	-0.06	-0.11	0.19	0.19	0.12	0.19	0.01	-0.11	-0.03	-0.48	0.19	-0.11	0.19	-0.11	0.12	-0.23	0.64	-0.09	0.05	-0.25	-0.17	-0.02	-0.07	-0.1	-0.19	-0.04	0	0	0.03	0.22
1779	YER145C	-1.12	-0.85	-1.04	-0.44	-0.48	-0.11	-0.18	0.06	0.19	0.52	0.5	0.43	0.5	0.3	0.38	0.4	0.43	0.52	-1.36	-1.41	-1.63	-1.24	-0.34	-0.21	0.88	0.7	0.65	0.17	0.46	0.2	0.3	-0.09	0.92	-0.66	0.83	0.61	0.85	0.72	0.89	-0.17	-0.56	-0.52	-0.43	-0.07	0.16	0.46	-0.06	-0.17	-0.03	-0.09	-0.22	-0.21	-0.39	-0.11	0.39	0.44	0.07	0.38	-0.05	-0.07	0.91	0.47	-0.17	0.2	0.15	0.16	-0.02	-0.25	0.03	-0.04	-0.58	-0.65	-0.13
1780	YER146W	-0.33	-0.17	-0.29	-0.02	-0.27	0.22	-0.41	0.19	0.2	-0.33	0.32	0.16	0.23	0.03	0.12	0.35	-0.04	0.03	0.22	0.45	0.28	-0.14	0.22	-0.55	-0.66	-0.51	0.04	-0.43	0.25	0.4	0.19	0.64	0.04	-0.66	-0.39	-0.31	0.07	0.34	0.45	-0.13	-0.14	0.31	-0.87	-0.21	0.03	0.09	-0.03	-0.25	-0.09	-0.18	-0.11	0.4	0.17	0.28	-0.23	0.35	0.025	0.49	0.17	0.07	-0.13	0.09	0.06	0.2	0.18	0.26	0.07	-0.13	-0.09	0.16	-0.28	-0.22	-0.24
1781	YER147C	-0.05	-0.07	0.07	0.51	0.14	-0.18	0.04	-0.08	0.04	0.23	-0.02	-0.04	-0.15	-0.18	-0.22	-0.05	0.13	-0.12	0.31	0.54	0.23	-0.35	-1.03	0.06	0.95	0.16	-0.06	0.51	-0.31	0.36	-0.91	-0.04	-0.3	-0.01	-0.4175	0.13	-0.24	-0.45	0.3	0.19	-0.09	0.05	-0.12	-0.05	0.54	0.44	-0.31	-0.6	-0.15	0.16	-0.06	0.42	-0.01	-0.1	-0.01	-0.25	0.09	0.16	0.049	0.17	-0.05	-0.1	0.11	0.17	0.13	0.21	0.02	0.01	0.02	0.14	-0.65	-0.28	0.1
1782	YER148W	0.15	-0.35	-0.19	-0.22	0.15	-0.15	0.06	0.08	0.24	-0.15	0.05	-0.03	0.05	-0.15	0.12	-0.01	0.38	-0.01	0.59	0.43	0.47	0.08	-0.23	0.3	-0.05	0.23	-0.52	0.32	-0.44	0.21	-0.46	0.26	-1.09	0.3	-0.54	0.39	-0.74	0.06	-0.68	0.46	0.21	0.46	-0.4	0.12	0.02	0.08	-0.14	-0.25	-0.06	0.05	-0.09	0.1	-0.08	-0.09	-0.04	0.052	0.12	0.4	0.26	0.43	-0.2	-0.22	0.2	0.45	0.25	0.32	0.02	-0.27	-0.27	0.03	-0.24	-0.36	-0.16
1783	YER149C	0.02	-0.44	-0.01	0.41	0.25	0.05	0.12	-0.05	-0.18	-0.05	-0.01	0.26	0.18	-0.1	-0.22	-0.15	0.08	-0.15	0.49	0.74	0.99	0.152	-0.84	-0.145	-0.24	-0.203	-0.65	0.294	-0.07	0.432	-0.19	0.331	0.03	0.015	-0.122	-0.19	-0.84	-0.19	-0.11	0.44	0.22	0.39	-0.34	-0.04	0.61	0.57	0.38	0.01	0	-0.01	-0.29	-0.07	0.24	0.25	0.03	-0.025	-0.29	-0.59	-0.46	0.17	-0.44	-0.19	0.58	0.68	0.47	0.2	-0.12	-0.19	-0.05	0.24	-0.72	-0.55	-0.07
1784	YER150W	0.41	1.47	1.8	0.81	0.03	-0.31	-0.18	-0.45	-0.25	-0.31	-0.25	-0.35	-0.19	-0.48	-0.55	-0.48	-0.19	-0.52	-0.06	0.22	-0.42	-0.6	0.13	-0.3	0.43	0.17	0.79	0.46	0.41	-0.45	0.22	-0.52	-0.21	-0.94	0.27	-0.61	0.27	0.01	0.98	-0.06	-0.21	0.03	3.01	1.71	0.49	0.19	-0.89	-0.74	-0.71	0.19	0.47	0.3	-0.06	-0.48	-0.61	-0.99	-1.33	-0.53	-0.01	4.09	1.67	0.59	0.12	-0.27	-0.6	-0.6	-0.98	-0.78	-1.03	-1.17	-0.67	-0.22	-0.14
1785	YER151C	-0.08	-0.24	-0.31	-0.02	0.15	0.13	0.32	0.25	-0.02	-0.05	-0.21	0.06	-0.08	0.02	-0.1	0.13	0.02	0.03	1	0.75	0.57	-1.24	-0.72	-0.066666667	-0.33	-0.035	-0.75	-1.07	-0.24	0.96	-0.33	0.88	-0.11	-0.14	0.25	-0.06347834	-0.57	0.42	-0.22	0.51	0.31	0.19	-0.31	0.16	0.05	-0.12	0.14	0.24	0.43	0.57	-0.12	0.22	-0.09	-0.23	-0.12	-0.121666667	-0.09	-0.36	-0.37	0.12	-0.38	-0.36	0.36	0.06	0.1	-0.1	-0.1	0.06	0.16	0.17	-0.06	-0.19	0.15
1786	YER152C	-0.19	-0.34	0.04	0.02	0	-0.15	0	-0.13	-0.23	-0.25	0	0.37	0.38	0.17	0.28	0.14	0.14	-0.23	-0.58	-0.37	0.38	0.17	0	0.03	-0.39	-0.21	-0.32	0.52	0.02	0.95	0.32	0.65	-0.65	0.2	-0.28	-0.04	-0.41	-0.48	-0.36	0.35	0.24	0.27	0.18	0.27	0.7	0.7	0.26	-0.32	-0.3	-0.31	-0.69	0	0.17	0.06	0.27	-0.05	-0.191428571	-0.6	-0.36	0.34	-0.01	-0.27	0	-0.24	-0.12	0.04	-0.26	-0.21	-0.29	-0.11	0.36	0.09	0.68
1787	YER153C	-0.24	-0.05	-0.04	-0.07	0.25	-0.13	0.08	-0.2	-0.18	-0.07	0.13	0.35	0.35	0.11	0	-0.04	-0.04	-0.2	-1.03	0.069	-0.027	-0.048	0.65	-0.124	0.09	0.019	0.39	-0.148	-0.101	-0.0575	0.096	0.01	0.405	-0.207777778	0.318571429	-0.226	0.433333333	0.076	0.643333333	-0.22	-0.245	-0.459	0.53	0.16	0.53	-0.33	0.16	0.1	0.39	-0.1	-0.25	0.67	-0.72	-0.1	0.58	0.04	-0.42	-0.61	-0.61	0.08	-0.1	-0.1	0.26	0.04	0.04	0.07	-0.1	-0.12	-0.12	0.08	0.03	-0.21	0.15
1788	YER154W	0.21	-0.25	-0.04	-0.09	-0.06	-0.19	-0.01	-0.03	-0.04	-0.03	0.02	0.24	0.23	0.06	0.06	-0.11	0.15	-0.11	0.32	0.01	-0.24	-0.08	-0.13	0.29	-0.06	0.47	-0.14	0.73	-0.08	0.66	-0.24	0.17	-1.33	0.14	-0.67	0.27	-0.67	0.01	-0.5	0.53	0.36	0.18	-0.32	0.46	0.19	-0.3	0.02	-0.17	-0.52	-0.24	-0.1	0.1	0.36	0.47	0.53	-0.013333333	-0.29	0	-0.17	-0.25	0.15	-0.3	0.17	0.09	0.15	0.2	-0.02	-0.12	-0.18	-0.02	0.12	-0.14	0.15
1789	YER155C	0.03	0.24	-0.13	0.24	0.35	-0.15	0.27	-0.47	-0.22	0.08	0.25	0.08	0.03	-0.35	0.76	-0.51	-0.21	-0.3	-0.038571429	0.27	-0.15	-0.03	-0.13	-0.11	-0.11	0.07	0.04	0.25	-0.06	0.1	0.05	0.16	-0.49	-0.3	-0.22	-0.36	0.2	0.1	0.28	0.32	0.08	0.04	-0.69	0.27	-0.08	-0.47	0.17	0.1	-0.24	0	0.02	0.01	0.11	0.29	0.37	-0.071666667	-0.05	0.18	-0.01	0.7	-0.32	0.23	0.18	0.4	0.22	0.18	-0.09	-0.2	-0.17	-0.09	-0.65	-1.13	0.73
1790	YER156C	0	-0.47	-0.23	-0.12	0.02	-0.14	0.24	0.24	0.21	0.03	-0.06	-0.04	0.05	0.18	0	-0.04	0.29	-0.14	0.4	0.64	0.49	0.26	0.06	0.38	0.1	0.33	-0.21	0.5	-0.31	0.3	-0.56	0.05	-1.11	0.29	-0.33	0.37	-0.7	-0.42	-0.51	0.25	-0.09	-0.17	-1.19	0.02	0	0.01	0.12	-0.11	0.12	0.09	0.03	0.49	-0.05	0.2	-0.12	0.27	-0.08	0.32	-0.19	-1.03	-0.48	-0.4	-0.07	0.7	0.46	0.51	0.37	0.18	0.08	0.25	-0.03	-0.5	-0.04
1791	YER157W	0.15	-0.08	-0.14	-0.13	-0.06	0.22	0.34	-0.18	0.05	-0.13	-0.18	0.11	0.11	-0.16	0.09	-0.05	0.08	-0.03	-0.044787273	0.04007504	-0.010611659	-0.020171627	0.013841685	-0.082266233	0.068929485	-0.020472655	-0.035000913	0.018298711	-0.071188227	0.123974286	-0.059323144	0.043645114	0.077668932	-0.086291149	0.00870283	-0.06347834	0.078841634	0.009872495	0.174691546	-0.05398311	-0.052303391	-0.038554708	-0.59	-0.21	-0.42	-0.2	-0.01	0.04	0.15	0.14	-0.04	-0.39	-0.18	0.18	0.22	0.57	0.035872722	0.47	0.28	0.05	0.09	-0.02	-0.08	0.06	0.05	-0.12	-0.05	-0.08	0.12	0.15	0.12	-0.33	0.03
1792	YER158C	0.85	0.15	0.41	-0.25	0.23	-0.02	0.01	0.01	-0.25	-0.01	-0.04	-0.1	-0.12	-0.02	-0.36	-0.38	0.01	-0.12	0.81	0.85	-0.15	-0.18	-0.34	-0.06	0.34	0.32	0.44	0.47	0.39	0.08	-0.08	-0.68	-0.46	-0.34	0	-0.3	0.07	-0.49	0.07	0.03	-0.23	-0.56	0.58	0.22	0.22	0.46	0.08	0.03	0.15	0.24	0.01	-0.17	-0.09	-0.3	-0.06	-0.43	-0.78	-0.15	-0.02	0.97	0.33	-0.07	0.43	-0.09	-0.4	-0.24	-0.04	-0.04	-0.26	-0.28	-0.06	-0.16	-0.09
1793	YER159C	-0.25	0.19	-0.29	0.06	-0.6	0.32	-0.15	0.23	0.12	0.32	-0.09	-0.04	-0.12	-0.1	-0.18	0.19	0.12	0.27	-0.17	0.32	0.14	-0.24	-0.26	-0.2	0.13	0.02	-0.38	-0.01	0.07	-0.09	-0.24	-0.01	-0.07	-0.19	-0.78	0.18	-0.33	1.4	-0.1	0.34	-0.09	0.56	-0.55	-0.32	-0.11	0.17	0.32	0.07	0.36	0.23	-0.17	0.1	-0.23	-0.22	-0.025	0.05	-0.08	0.23	0.15	0.28	0.15	-0.33	0.01	0.24	0.23	0.17	-0.04	-0.17	-0.28	0.24	-0.25	-0.17	-0.07
1794	YER160C	0.21	-0.06	0.1	-0.14	-0.07	-0.09	-0.31	0.14	0.5	-0.05	0.56	-0.11	-0.42	-0.13	0.18	0.47	-0.42	-0.34	0.24	0.19	0.19	0.66	-1.01	0.45	0.28	0.54	-0.83	0.68	-0.3	0.3	-0.69	0.41	-0.19	0.26	-0.41	0.21	-0.98	-0.45	-0.52	0.3	0.34	0.34	-0.28	-0.09	-0.02	0.07	0.23	-0.81	-0.42	-0.39	-0.39	0.93	0.28	-0.03	0.05	-0.39	0.07	0.36	0.82	0.24	-0.14	0.22	0.24	0.17	-0.18	-0.14	-0.35	-0.01	-0.09	-0.06	0.04	-0.09	0.17
